Asbtractor User Name	DB_ID	A2 Authors_Primary	A3 Title Primary	A4 Periodical Full	A4 Periodical Abbrev	A5 Pub Year	A6 Volume	A7 Issue	A8 Start Page	A8 Other Pages	A9 Abstract
cugartegil 	6562	"Kohn,A. N.;Moss,A. P.;Hargett,N. A.;Ritch,R.;Smith,H., J.;Podos,S. M."	Clinical comparison of dipivalyl epinephrine and epinephrine in the treatment of glaucoma	American Journal of Ophthalmology	Am.J.Ophthalmol.	1979	87	2	196	201	"Dipivalyl epinephrine, 0.1%, though slightly less effective in decreasing intraocular pressure, showed significantly fewer side effects than epinephrine hydrochloride, 2%. Seventeen patients with symmetrically increased intraocular pressures who completed a six-month double-masked crossover study showed a significant decrease in intraocular pressure averaging 23.7% for dipivalyl epinephrine over the entire study and 27.4% for epinephrine. In the first treatment period, dipivalyl epinephrine was slightly less effective than epinephrine. In the second treatment period, dipivalyl epinephrine was statistically less effective than epinephrine. Two of the original 25 patients were dropped from the study because of epinephrine allergy or intolerance, one had uncontrolled pressures with either drug, and five failed to maintain adequate follow-up. Complaints of side effects such as burning and irritation occurred much more frequently in eyes receiving epinephrine (24%) than dipivalyl epinephrine (3%). Mild mydriasis occurred with each drug, averaging +0.65 mm with dipivalyl epinephrine and +0.55 mm Hg with epinephrine. No effect on blood pressure or pulse rate was found for the two drugs."
cugartegil 	4211	"Vogel,R.;Crick,R. P.;Mills,K. B.;Reynolds,P. M.;Sass,W.;Clineschmidt,C. M.;Tipping,R."	Effect of timolol versus pilocarpine on visual field progression in patients with primary open-angle glaucoma	Ophthalmology	Ophthalmology	1992	99	10	1505	1511	"BACKGROUND: Relatively few studies have been conducted linking decreasing intraocular pressure (IOP) to preservation of visual field. This investigation was conducted to determine if this link could be made and to compare the long-term effect of two ocular hypotensive agents on preservation of visual field. METHODS: In an observer-masked study, 189 patients with primary open-angle glaucoma received either timolol or pilocarpine by random allocation. The dose of antiglaucoma agent was increased from 0.25% to 0.5% twice daily for timolol or from 2% to 4% four times daily for pilocarpine if the initial IOP response was inadequate. After an on-treatment baseline, visual fields were followed every 4 months for 2 years using the Octopus program 32. RESULTS: Compared with timolol, significantly more patients receiving pilocarpine discontinued use because of inadequate IOP control (P < or = 0.01). By comparing the mean visual field scores, it can be seen that the pilocarpine group had a significantly worse score at all timepoints from month 4 to month 24. The pilocarpine group also had a greater mean number of test loci with decreased sensitivity of 5 or more decibels (dB) at all timepoints. The mean within-patient regression slope for timolol was 0.01 dB/month and for pilocarpine was -0.06 dB/month (P < 0.01). The study has shown that over a 2-year period, patients treated with pilocarpine 2% or 4% four times daily experienced a significantly greater visual field deterioration than that seen in patients receiving either 0.25% or 0.5% timolol twice daily. CONCLUSION: Although these data do not support a link between lowering of IOP and visual field preservation, treatment with timolol was associated with significantly less visual field loss than treatment with pilocarpine. CAS Registry/EC Number/Name of Substance 26839-75-8 (Timolol). 92-13-7 (Pilocarpine)."
cugartegil 	3679	"Sihota,R.;Saxena,R.;Agarwal,H. C.;Pandey,R. M.;Gulati,V."	Peak pressures: crossover study of timolol and latanoprost	European journal of ophthalmology	Eur.J.Ophthalmol.	2003	13	6	546	552	"PURPOSE: To compare the diurnal efficacy and action on peak intraocular pressures (IOP) of 0.005% latanoprost and 0.5% timolol as primary therapy in 60 eyes having dark brown irides with primary open angle glaucoma (POAG). METHODS: A prospective, comparative, observer-masked, crossover, interventional trial including the mean of both eyes of 30 patients with POAG who were randomly started on either latanoprost once daily or timolol twice daily. Three months after treatment with one drug, the second drug was substituted. A masked observer carried out diurnal assessments of IOP before the start of therapy and at 3 and 7 months. The fourth month was the washout period for the first drug. RESULTS: The average baseline IOP was 23.36 +/- 2.14 mm Hg, which was reduced by 8.8 +/- 2.2 mmHg with latanoprost (p  30% in baseline mean IOP. The average of the trough IOP recorded in each of the individual baseline IOP curves was 19.05 +/- 2.05 mm Hg. CONCLUSIONS: Greater mean and peak IOP reduction was achieved with latanoprost compared to timolol. Dampening of the circadian rhythm was better with latanoprost. Latanoprost appears to be more effective than timolol at all points in time with greater efficacy in eyes with morning peaks compared to evening peaks. CAS Registry/EC Number/Name of Substance 0 (Antihypertensive Agents). 0 (Ophthalmic Solutions). 0 (Prostaglandins F, Synthetic). 130209-82-4 (latanoprost). 26839-75-8 (Timolol)."
cugartegil 	8441	"Prata,T. S.;Piassi,M. V.;Melo,Jr;L.A.S"	Changes in visual function after intraocular pressure reduction using antiglaucoma medications	Eye	Eye	2009	23	5	1081	1085	"Purpose To evaluate the change in visual function after starting glaucoma treatment and correlate this to a decrease in intraocular pressure (IOP) in primary open-angle glaucoma patients. Methods A prospective, randomized clinical trial was carried out involving 54 glaucoma patients (54 eyes). After inclusion, patients randomly received timolol maleate 0.5%, brimonidine tartrate 0.2%, or travoprost 0.004% in one randomly selected eye. Patients underwent Goldmann applanation tonometry, visual acuity test, standard automated perimetry (SAP), visual quality perception test (visual analogue scale), and contrast sensitivity (CS) test, in a random order before and after the 4-week glaucoma treatment. There were statistically significant changes in IOP (mean change standard deviation, 7.8 3.6 mmHg, P 0.40). No significant correlations between IOP reduction and changes in visual function were found (P > 0.30). Conclusions Visual quality perception, visual field mean deviation index, and CS at higher frequencies improve after starting glaucoma therapy. However, no correlation was found between IOP reduction and changes in visual function, and no differences were found in visual function when the three medications studied were compared. copyright 2009 Macmillan Publishers Limited All rights reserved."
cugartegil 	5384	"Adamsons,I.;Clineschmidt,C.;Polis,A.;Taylor,J.;Shedden,A.;Laibovitz,R."	The efficacy and safety of dorzolamide as adjunctive therapy to timolol maleate gellan solution in patients with elevated intraocular pressure. Additivity Study Group	Journal of glaucoma	J.Glaucoma	1998	7	4	253	260	"PURPOSE: Two parallel, randomized, double-masked, placebo-controlled studies were conducted to assess the efficacy and safety of 2% dorzolamide hydrochloride as adjunctive therapy to 0.5% timolol maleate ophthalmic gellan (gel-forming) solution in patients with elevated intraocular pressure (IOP) that was inadequately controlled with 0.5% timolol maleate gellan solution alone. METHODS: Both studies began with an open-label 2-week run-in period on 0.5% timolol maleate gellan solution once a day. The only variation in method between the two studies was the dosage of 2% dorzolamide. In one study, 202 patients received 0.5% timolol maleate gellan solution once daily plus either 2% dorzolamide or placebo three times daily. In the other study, 181 patients received 0.5% timolol maleate gellan solution once daily plus either 2% dorzolamide or placebo twice daily. RESULTS: After 85 days, additional mean percent reductions in IOP from baseline at morning trough for the groups receiving 2% dorzolamide three times daily and placebo three times daily were 12.5% and 8.4%, respectively. Mean percent reductions for the groups receiving 2% dorzolamide twice daily and placebo twice daily were 13.1% and 6.5%, respectively. Burning and/or stinging on instillation were the only adverse experiences that affected significantly more of the patients receiving 2% dorzolamide twice or three times daily than those receiving placebo. CONCLUSION: When administered concomitantly with 0.5% timolol maleate gellan solution, 2% dorzolamide three times daily or twice daily produced a statistically significant reduction in IOP at morning trough and peak and was generally well tolerated."
cugartegil 	8585	"Wang,T. H.;Hung,P. T.;Huang,J. K.;Shih,Y. F."	The effect of 0.5% timolol maleate on the ocular perfusion of ocular hypertensive patients by scanning laser flowmetry	Journal of Ocular Pharmacology and Therapeutics	 	1997	13	3	225	233	"To understand the effect of 0.5% timolol maleate on the ocular perfusion of the optic disc and macula in ocular hypertensive patients, we enrolled 10 males and 15 females without any systemic or ocular disease, except intraocular pressure higher than 20 mmHg. Their average age was 33 +/- 13 y/o (range 14-45). Under the randomized, double-masked design, one drop of 0.5% timolol maleate was given in one eye, and placebo in the fellow eye. Heart rate, blood pressure, intraocular pressure, and ocular perfusion were measured at baseline, and then 30 minutes and 2 hours after treatment. Ocular perfusion was measured by Heidelberg Retina Flowmeter (Heidelberg Engineering GmbH, Heidelberg, Germany). We used 10 degree measurement field and 10 x 10 pixels measurement frame. Four areas were measured, i.e., temporal upper, temporal lower, and nasal parts of the optic disc, and macula. In comparison to the baseline, the treated eyes had a slight reduction of blood flow, volume, and velocity 30 minutes after treatment, but these parameters came back close to the baseline value at 2 hours after treatment. Similar changes were also noted in the control eyes. The results showed that a single drop of 0.5% timolol had minimal effects on the retinal and macular circulation within 2 hours after treatment."
cugartegil 	4632	"Bojic,L.;Bagatin,J.;Ivanisevic,M.;Hozo,I.;Racic,G.;Karelovic,D."	Influence of betaxolol and timolol on the venous tone in glaucoma patients	International ophthalmology	Int.Ophthalmol.	1999	23	3	149	153	"The aim of this study was the assessment of physiological venous reflexes in 40 glaucoma patients treated with topically applied timolol maleate 0.50% and betaxolol HCL 0.50%. They were divided into two groups of twenty each; one group being given timolol and the other betaxolol. The assessment of the venous tone was performed by testing venous reflexes. We found no statistically significant difference between timolol and betaxolol; however, when the influence of circulating catecholamines and the other vasoactive substances was excluded by suprasphygmatic insufflation of a pediatric cuff, a significant difference was found in the Valsalva's maneuver (125.5 +/- 8.1 vs 85.0 +/- 34.3 venoconstrictive units VCUs, p = 0.03). The IOP was significantly decreased in both treatment group, although the pressure reduction effect was more pronounced in the timolol group. Our study suggests that timolol and betaxolol have a slightly different mode of action on the venous side of circulation under topical medications. It is possible that the use of betaxolol topically may reduce a systemic venoconstriction."
cugartegil 	8517	"Simmons,S. T.;Earl,M. L."	Three-month comparison of brimonidine and latanoprost as adjunctive therapy in glaucoma and ocular hypertension patients uncontrolled on beta-blockers: Tolerance and peak intraocular pressure lowering	Ophthalmology	Ophthalmology	2002	109	2	307	314	"Purpose: To compare the tolerance and peak intraocular pressure (IOP)-lowering efficacy of brimonidine and latanoprost as adjunctive therapy in patients with ocular hypertension or glaucoma uncontrolled on beta-blockers. Design: A prospective, multicenter, double-masked, parallel-design clinical trial. Participants: One hundred fifteen patients with IOP inadequately controlled on topical beta-blocker monotherapy. Methods: Patients were randomly assigned to receive brimonidine, 0.2%, twice a day or latanoprost, 0.005%, every day as adjunctive therapy for 3 months. After 1 month of adjunctive treatment, patients who failed to meet a target 15% reduction in IOP at peak drug effect were crossed over to the other study medication. The target sample size of 51/group gave a power of 0.80 to detect a difference of 1 mmHg in mean IOP lowering between groups. Main Outcome Measures: The primary outcome variables were reduction in IOP from baseline at peak drug effect, response rate, and quality of life as measured using the Glaucoma Disability Index. Results: Mean beta-blocker-treated baseline IOP was comparable between treatment groups ([similar to]21.3 mmHg). After 1 month of adjunctive therapy, brimonidine and latanoprost provided comparable IOP lowering (4.88 mmHg [22.8%] with brimonidine and 5.01 mmHg [23.5%] with latanoprost, P = 0.798). Response rates were similar in both groups, with 44 of 54 brimonidine patients and 43 of 53 latanoprost patients achieving the minimum target 15% IOP reduction at peak drug effect at month 1 (P = 0.963). Among patients who were successful at month 1 and continued on the initial study medication, mean IOP reductions were 4.55 mmHg with brimonidine and 5.49 mmHg with latanoprost (P = 0.149) at month 3. There was no significant difference in the ability of brimonidine and latanoprost to maintain at least a 15% additional reduction in IOP for 3 months (28 of 38 patients on brimonidine vs. 30 of 36 patients on latanoprost achieved [greater-than or equal to]15% IOP reduction at month 3; P = 0.314). Patients in the latanoprost group were more likely to report negative quality-of-life variables than patients in the brimonidine group. Significantly more latanoprost patients reported watery or teary eyes (34 of 53, 64.2% vs. 23 of 54, 42.6% with brimonidine; P = 0.025) and hands and feet that became cold easily (24 of 53, 45.3% vs. 12 of 54, 22.2% with brimonidine; P = 0.012). Conclusions: As adjunct therapy with B-blockers, brimonidine twice daily and latanoprost every day were comparable in lowering IOP at peak effect, but brimonidine was better tolerated, with fewer reports of adverse quality-of-life effects. copyright 2002 by the American Academy of Ophthalmology."
cugartegil 	6177	"Goni,F. J. B."	12-week study comparing the fixed combination of brimonidine and timolol with concomitant use of the individual components in patients with glaucoma and ocular hypertension	European journal of ophthalmology	Eur.J.Ophthalmol.	2005	15	5	581	590	"PURPOSE: To evaluate the efficacy and safety of fixed-combination brimonidine tartrate 0.2%/timolol 0.5% ophthalmic solution dosed BID and demonstrate non-inferiority to concomitant use of brimonidine tartrate 0.2% BID and timolol 0.5% BID in glaucoma and ocular hypertension patients with intraocular pressure (IOP) uncontrolled on monotherapy. METHODS: Randomized, multicenter, double-masked, parallel-group study involving 371 patients with inadequate IOP control (IOP from 22 to 34 mmHg) after > or =3 weeks of run-in on any monotherapy. Patients were treated with fixed-combination brimonidine/timolol BID (fixed-combination group, n = 188) or concomitant brimonidine BID and timolol BID (concomitant group, n = 183). IOP was assessed pre-dose and 2 hours after morning dosing at weeks 2, 6, and 12. RESULTS: A total of 355 patients (96%) completed the study. Patient demographics, run-in monotherapy, and baseline mean IOP on monotherapy were comparable between treatment groups. During follow-up, the mean reduction from baseline IOP was significant (p < 0.001) at all time points and ranged from 4.4 to 5.3 mmHg in each group. Brimonidine/timolol fixed combination was as effective as concomitant therapy with respect to mean IOP and mean change from baseline IOP at all time points and visits. Between-group differences were < or =0.35 mmHg for mean IOP and < or 0.30 mmHg for mean change from baseline IOP; none were significant. No unexpected side effects were associated with the fixed combination. Both treatments were well tolerated with no difference in adverse events between groups. CONCLUSIONS: Brimonidine/timolol fixed-combination therapy is as safe and effective as concomitant treatment with the individual components. Its simplified dosing regimen has the potential to improve compliance."
cugartegil 	5196	"Shibuya,T.;Kashiwagi,K.;Tsukahara,S."	Comparison of efficacy and tolerability between two gel-forming timolol maleate ophthalmic solutions in patients with glaucoma or ocular hypertension	Ophthalmologica.Journal international d'ophtalmologie.International journal of ophthalmology.Zeitschrift fí_r Augenheilkunde	 	2003	217	1	31	38	"PURPOSE: To compare two gel-forming timolol maleate ophthalmic solutions, Timoptol XE and Lizmon TG, in regard to efficacy and tolerability in patients with glaucoma or ocular hypertension by means of a patient-masked prospective randomized crossover study. SUBJECTS AND METHODS: A total of 37 patients with glaucoma or ocular hypertension under treatment with antiglaucoma ophthalmic solutions including 0.5% twice-daily timolol maleate participated in this study. Only timolol maleate was withdrawn and either Timoptol XE or Lizmon TG was randomly allocated. After instillation for 1 month, the other ophthalmic solution was subsequently instilled for another month. Routine ophthalmic examination including slit-lamp examination and intraocular pressure (IOP) monitoring was conducted before instillation of gel-forming ophthalmic solutions and just after completing the instillation of each ophthalmic solution. Patient questionnaire surveys were also performed just after completing the instillation of each ophthalmic solution. RESULTS: Mean IOP, just before the withdrawal of timolol ophthalmic solution, was 16.4 +/- 2.9 mm Hg. At the end of Timoptol XE or Lizmon TG instillation, mean IOPs were 16.3 +/- 2.5 or 16.3 +/- 3.0 mm Hg, respectively. The results of the questionnaire survey showed no significant difference between Timoptol XE and Lizmon TG in regard to all survey items. Twenty-nine patients (78.4%) preferred to use gel-forming timolol solutions rather than twice-daily timolol ophthalmic solution. The presence of concurrently used ophthalmic solutions did not effect the incidences of subjective symptoms. The incidences of objective adverse effects were not significantly different between two gel-forming timolol ophthalmic solutions. CONCLUSION: Both gel-forming timolol ophthalmic solutions could be good choices for glaucoma treatment."
cugartegil 	889	"Demailly,P.;Allaire,C.;Trinquand,C.;Once-daily Carteolol"	Ocular hypotensive efficacy and safety of once daily carteolol alginate.[Erratum appears in br j ophthalmol 2001 dec;85(12):1498 note: correction of dosage error in abstract.]	British Journal of Ophthalmology	Br.J.Ophthalmol.	2001	85	8	921	924	"BACKGROUND/AIM: Carteolol is a beta adrenoceptor antagonist used topically to reduce intraocular pressure, typically twice daily. In an effort to provide a once daily dosing regimen, carteolol was formulated with 1% alginic acid. The objective of this study was to evaluate the efficacy and safety of carteolol alginate solution in comparison with standard carteolol solution. METHODS: This was a double masked, parallel group, multicentre study. Patients with ocular hypertension or open angle glaucoma (n=235) were randomly assigned to receive either carteolol alginate once daily [corrected] or standard carteolol solution, twice daily. The masking was maintained through the use of a vehicle in the evening for the alginate group. Patients were evaluated at baseline, 15, 60, and 120 days. RESULTS: At 0900 (presumed trough) on day 60, mean reductions in intraocular pressure (IOP) from baseline were 6.09 (SD 2.97) and 6.09 (3.18) mm Hg for the standard carteolol and alginate, respectively. At 1100 (presumed peak), mean reductions were 6.51 (2.53) and 6.47 (2.76) mm Hg, respectively. Results were similar at other times (day 15 and day 120). The most common side effect was transient stinging on instillation of drops, which did not differ significantly between groups. There were no differences of note in other ocular or systemic signs or symptoms. CONCLUSION: The new alginate formulation of carteolol 2% given once daily was as effective as standard carteolol 2% given twice daily with no meaningful differences regarding safety. CAS Registry/EC Number/Name of Substance 0 (Adrenergic beta-Antagonists). 0 (Alginates). 0 (Hexuronic Acids). 51781-06-7 (Carteolol). 576-37-4 (Glucuronic Acid). 9005-32-7 (alginic acid)."
cugartegil 	3365	"Rossetti,L.;Barbieri,P.;Velati,P.;Bujtar,E.;Orzalesi,N."	The efficacy of the combination of l-moprolol and dipivefrin in reducing the intraocular pressure in primary open-angle glaucoma or in ocular hypertension	Graefes Archive for Clinical & Experimental Ophthalmology	 	1994	232	11	670	674	"BACKGROUND: In this double-blind prospective trial the efficacy of lowering the intraocular pressure of l-moprolol given alone and in combination with dipivefrin was tested. METHODS: Twenty-seven patients with primary open-angle glaucoma or ocular hypertension were randomly assigned to receive twice-daily l-moprolol eye drops or dipivefrin eye drops for 4 weeks; in a second phase of the trial, the combination of the two drugs was administered for 4 weeks. RESULTS: The results of this study indicated that l-moprolol and dipivefrin had an equivalent effect in lowering the intraocular pressure. The association of the two drugs caused a further reduction of intraocular pressure which was significant only in the group previously treated with dipivefrin alone. CONCLUSION: This trial demonstrated that the combination of l-moprolol and dipivefrin is an effective and safe treatment for elevated intraocular pressure. CAS Registry/EC Number/Name of Substance 0 (Adrenergic beta-Antagonists). 0 (Ophthalmic Solutions). 0 (Phenoxypropanolamines). 0 (Propanolamines). 51-43-4 (Epinephrine). 52365-63-6 (dipivefrin). 5741-22-0 (moprolol)."
cugartegil 	5080	"Orzalesi,N.;Rossetti,L.;Bottoli,A.;Fumagalli,E.;Fogagnolo,P."	"The effect of latanoprost, brimonidine, and a fixed combination of timolol and dorzolamide on circadian intraocular pressure in patients with glaucoma or ocular hypertension"	Archives of Ophthalmology	Arch.Ophthalmol.	2003	121	4	453	457	"OBJECTIVE: To compare the circadian intraocular pressure (IOP) reductions induced by latanoprost, brimonidine tartrate, and a fixed combination of timolol maleate and dorzolamide hydrochloride in patients with primary open-angle glaucoma (POAG) or ocular hypertension (OHT). METHODS: In this crossover study, 10 patients with POAG and 10 with OHT were treated with latanoprost once a day, brimonidine twice a day, and a fixed combination of timolol and dorzolamide twice a day for 1 month. Four 24-hour tonometric curves were obtained for each patient. Intraocular pressure (IOP) was measured at 3, 6, and 9 AM, and at noon and at 3, 6, and 9 PM, and at midnight, using a handheld electronic tonometer with the patient in supine and sitting positions and a Goldmann applanation tonometer with the patient sitting at the slitlamp. MAIN OUTCOME MEASURE: Reduction of circadian IOP. RESULTS: All the drugs significantly reduced IOP compared with the baseline at all times, except for brimonidine at midnight, 3 AM, and 6 AM. Latanoprost was more effective than brimonidine in lowering IOP at 3 and 6 AM and at 3 PM (P=.03), and the combination of timolol and dorzolamide was more effective than brimonidine at 3 and 9 AM (P=.04) and at 3 and 6 PM (P =.05) and more effective than latanoprost at 9 AM (P=.05). CONCLUSION: Latanoprost and the fixed combination of timolol and dorzolamide led to similar circadian reductions in IOP, whereas brimonidine was less effective, particularly during the night."
cugartegil 	4668	Cellini;M;Baldi;A;Tagliavini;M	Comparative efficacy of timolol and betaxolol in the treatment of open angle glaucoma	Annali De Ottamologica E Clinica Oculista	 	1988	114267-72	 	 	 	 
cugartegil 	4635	"Bonomi,L.;Marchini,G.;Marraffa,M.;De Franco,I.;Perfetti,S.;Ferri,E."	Effects of the association of alpha and beta-blocking agents in glaucoma	Journal of ocular pharmacology	J.Ocul.Pharmacol.	1992	8	4	279	283	"Twenty patients with POAG and early visual field changes, already under treatment with 0.5% timolol were randomly assigned to additional topical treatment with 0.5% dapiprazole or placebo. After six months of treatment no differences were observed between the groups for what concerns visual field. After six months of treatment visual field, visual flicker discrimination and contrast sensitivity proved to be constant without differences between the groups. On the contrary, mean IOP was found to be significantly lower in the dapiprazole group."
cugartegil 	4573	"Alonso,M. A.;Duch,S.;Cadarso,L.;Palomar,A.;De,L. C."	Effect of Levo Moprolol 0.9% drops on intraocular pressure: Application in ocular hypertension and open angle glaucoma	Archivos De La Sociedad Espanola De Oftalmologia.	 	1996	71	3	281	284	"We have studied a total of 64 patients treated with Levo Moprolol (LM) 0.9% drops and Timolol 0.05% drops. 1st) The effect of LM on intraocular pressure (IOP) and moreover to determine if its results are effective or if it would be necessary to add another drug (Pilocarpine 1%). 2nd) Local and systemic tolerance and security. 3rd) The incidence and evolution on different ocular parameters of ophthalmologic interest (the cup of head optic nerve and affectation of the visual field...). We selected a total of 64 patients (55 cases with open angle glaucoma, 6 cases with ocular hypertension and 3 patients who showed pseudophakia associated with some of the disorders mentioned above, 32 were treated with a topical solution of 0.9% of Levo Moprolol twice daily (1 drop/12 hours) and 32 received a topical solution Timolol 0.50%, also twice daily. The study was carried out for 6 months, randomized, in a double blind cross-over and following a prospective analysis. The results show: 1. Decreasing of IOP (3-4 mmHg) and the systolic arterial pressure (initial decreasing) in patients who received LM were p < 0.05. In patients treated with Timolol those results with decreasing of IOP (4-5 mmHg) and variations of the pupilar diameter were p < 0.05. 2. Simultaneously and by groups maximum differences were observed p < 0.05, in the IOP (150th day of treatment) and the blood pressure (1st day of treatment). 3. By pairs of registers we found p < 0.05 for both groups of treatment (decreasing in the IOP, although more evident in the second hour in patients treated with LM). All patients who received additional Pilocarpine were controlled. Two adverse reactions were registered without statistical relevance. Copyright Œ© 2009 Elsevier B. V., Amsterdam. All Rights Reserved."
