internalid	sourceid	pubmedid_search	keywords	abstract	title	journal	authors	tags	J	trials	pubmedid	pdf	extractor	userID	assigned	done	comments
484386	11544152	11544152	"Aged,Air Pollutants/adverse effects/*analysis,Coronary Disease/chemically induced/*mortality,Environmental Monitoring/methods,Heart Failure/chemically induced/*mortality,Humans,Medical Records/*statistics & numerical data,Quebec/epidemiology,Re"	"This study was undertaken to identify subgroups of the population susceptible to the effects of ambient air particles. Fixed-site air pollution monitors in Montreal, Quebec, Canada, provided daily mean levels of various measures of particulates"	Identification of persons with cardiorespiratory conditions who are at risk of dying from the acute effects of ambient air particles.	Environmental health perspectives	Goldberg MS and Burnett RT and Bailar JC 3rd and Tamblyn R and Ernst P and Flegel K and Brook J and Bonvalot Y and Singh R and Valois MF and Vincent R		1	issa_HARVARD	11544152	pdf	nira	12	yes		
485455	12628873	12628873	"Air Pollutants/analysis/*immunology,Asthma/epidemiology/*microbiology,Emergency Service, Hospital/statistics & numerical data,Humans,Ontario/epidemiology,Pollen,*Rain,Regression Analysis,Risk Factors,Seasons,Spores, Fungal/*immunology"	"STUDY OBJECTIVES: To document the existence and investigate the etiology of 'thunderstorm asthma,' which has been reported sporadically over the past 20 years. DESIGN: We assessed the relationship between thunderstorms, air pollutants, aeroalle"	The role of fungal spores in thunderstorm asthma.	Chest	Dales RE and Cakmak S and Judek S and Dann T and Coates F and Brook JR and Burnett RT		1	issa_tufts	12628873	pdf	nira	12	yes		
485169	15187986	15187986	"Air Pollutants/*poisoning,Carbon Monoxide/analysis,Cardiovascular Diseases/*etiology/*mortality,Emergency Service, Hospital/*utilization,Humans,*Models, Theoretical,Particle Size,Patient Admission/*statistics & numerical data,Regression Analysi"	There is conflicting evidence regarding the association between different size fractions of particulate matter (PM) and cardiac and respiratory morbidity and mortality. We investigated the short-term associations of four size fractions of parti	"Association between particulate matter and emergency room visits, hospital admissions and mortality in Spokane, Washington."	Journal of exposure analysis and environmental epidemiology	Slaughter JC and Kim E and Sheppard L and Sullivan JH and Larson TV and Claiborn C		1	issa_Tufts	15187986	pdf	nira	12	yes		
486406	16053204	16053204	"Air Pollutants/*adverse effects/analysis,British Columbia/epidemiology,Case-Control Studies,Child,Child, Preschool,Cross-Over Studies,Environmental Monitoring,Female,Gastrointestinal Diseases/epidemiology,Hospitalization/*statistics & numerical"	"In this study, the authors assessed the impact of particulate air pollution on first respiratory hospitalization. Study subjects were children less than 3 years of age living in Vancouver, British Columbia, who had their first hospitalization a"	"Association between particulate air pollution and first hospital admission for childhood respiratory illness in Vancouver, Canada."	Archives of environmental health	Yang Q and Chen Y and Krewski D and Shi Y and Burnett RT and McGrail KM		1	issa_Tufts	16053204	pdf	nira	12	yes		
485828	16506437	16506437	"Air Pollution/*adverse effects,Asthma/*epidemiology/etiology/therapy,Cities,Forecasting,Humans,*Models, Statistical,Patient Admission/*statistics & numerical data,Pulmonary Disease, Chronic Obstructive/*epidemiology/etiology/therapy,Sensitivity"	The objective of this study was to demonstrate the methodological shortcomings of currently available analytical methods for single-city time series data. We analyzed daily Chronic Obstructive Pulmonary Disease (COPD) and daily asthma hospital 	Sensitivity of the estimated air pollution-respiratory admissions relationship to statistical model choice.	International journal of environmental health research	Erbas B and Hyndman RJ		1	issa_tufts	16506437	pdf	nira	12	yes		
485907	17007909	17007909	"*Adaptation, Physiological,Aged,Hot Temperature/*adverse effects,Humans,Korea/epidemiology,Mortality/*trends,*Poverty/statistics & numerical data,*Urban Population/statistics & numerical data"	"INTRODUCTION: We investigated the impact of environmental high temperature on mortality in Seoul, Korea, and the consequences of high temperature-induced mortality with a focus on the low-income elderly. METHODS: Changes in the risk of death by"	"A vulnerability study of the low-income elderly in the context of high temperature and mortality in Seoul, Korea."	The Science of the total environment	Kim Y and Joh S		1	issa_Tufts	17007909	pdf	nira	12	yes		
486184	17182644	17182644	"Air Pollutants/adverse effects,Air Pollution/*adverse effects,Asthma/diagnosis/etiology,Confounding Factors (Epidemiology),*Dust,Environmental Exposure,*House Calls,Humans,Meteorological Concepts,Nitrogen Dioxide/adverse effects,Paris,Particle "	"This study describes the short-term relationships between the daily levels of PM10, PM2.5, NO2 and the number of doctors' house calls for asthma, upper respiratory diseases (URD) and lower respiratory diseases (LRD) in Greater Paris for the yea"	Air pollution and doctors' house calls for respiratory diseases in the Greater Paris area (2000-3).	Occupational and environmental medicine	Chardon B and Lefranc A and Granados D and Gremy I		1	issa_Tufts	17182644	pdf	nira	12	yes		
486365	17229464	17229464	"Air Pollutants/analysis/*toxicity,Cardiovascular Diseases/*mortality,China/epidemiology,Cities,Environmental Exposure/*adverse effects,Humans,Mortality,Ozone/analysis/toxicity,Particle Size,Particulate Matter/analysis/*toxicity,Respiratory Trac"	"The findings on health effects of ambient fine particles (PM2.5) and coarse particles (PM10-2.5) remain inconsistent. In China, PM2.5 and PM10-2.5 are not the criteria air pollutants, and their monitoring data are scarce. There have been no epi"	"Differentiating the effects of fine and coarse particles on daily mortality in Shanghai, China."	Environment international	Kan H and London SJ and Chen G and Zhang Y and Song G and Zhao N and Jiang L and Chen B		1	nira_tufts	17229464	pdf	nira	12	yes		
484307	17362914	17362914	"Aged,Aged, 80 and over,Cities,Databases, Factual,Dose-Response Relationship, Drug,Humans,Models, Statistical,Mortality/*trends,Nonlinear Dynamics,Particulate Matter/analysis/*toxicity,United States"	The majority of studies that have investigated the relationship between particulate matter (PM) air pollution and mortality have assumed a linear dose-response relationship and have used either a single-day's PM or a 2- or 3-day moving average 	A distributed lag approach to fitting non-linear dose-response models in particulate matter air pollution time series investigations.	Environmental research	Roberts S and Martin MA		1	issa_HARVARD	17362914	pdf	nira	12	yes		
485841	17447575	17447575	"Adolescent,Adult,Aged,Air Pollution/*adverse effects/*statistics & numerical data,Female,Health Surveys,Humans,Male,Middle Aged,Paris/epidemiology,Patient Admission/*statistics & numerical data,Respiratory Tract Diseases/*epidemiology/*etiology"	The subject of sex and gender differences is relevant to the study of health effects of environmental exposures. In this study the authors aim at assessing the differences that may exist between males and females regarding short-term air pollut	Air pollution and respiratory hospital admissions in greater Paris: exploring sex differences.	Archives of environmental & occupational health	Granados-Canal DJ and Chardon B and Lefranc A and Gremy I		1	issa_Tufts	17447575	pdf	nira	12	yes		
486318	17585899	17585899	"Air Pollutants/analysis/*toxicity,*Air Pollution/adverse effects/analysis,Bronchiolitis/*chemically induced/epidemiology,Child, Preschool,Climate,Hospitalization/statistics & numerical data,Humans,Infant,Paris/epidemiology,*Seasons"	"Respiratory syncytial virus (RSV) is one of the most common respiratory pathogens in infants and young children. It is not known why some previously healthy infants, when in contact with RSV, develop bronchiolitis whereas others have only mild "	Winter air pollution and infant bronchiolitis in Paris.	Environmental research	Segala C and Poizeau D and Mesbah M and Willems S and Maidenberg M		1	issa_tufts	17585899	pdf	nira	12	yes		
485286	18091421	18091421	"Adult,Aged,Aged, 80 and over,Air Pollutants/analysis/*toxicity,Cohort Studies,Environmental Exposure/*adverse effects,Female,Humans,Incidence,Male,Middle Aged,Myocardial Infarction/*mortality,Nitric Oxide/analysis/*toxicity,Prognosis,Proportion"	"BACKGROUND: Long-term air pollution exposure is associated with increased mortality, but the association with incidence of fatal and nonfatal coronary heart disease is less certain. Moreover, it is unknown how chronic exposure to air pollution "	Traffic-related air pollution in relation to incidence and prognosis of coronary heart disease.	"Epidemiology (Cambridge, Mass.)"	Rosenlund M and Picciotto S and Forastiere F and Stafoggia M and Perucci CA		1	issa_tufts	18091421	pdf	nira	12	yes		
484378	19424756	19424756	"Anti-Allergic Agents/*therapeutic use,Antigens, Plant/*analysis/immunology,Environmental Monitoring,Fires,Humans,Northern Territory/epidemiology,Poaceae/*immunology,Pollen/growth & development/*immunology,Rhinitis, Allergic, Seasonal/epidemiolo"	"Although the prevalence of asthma and allergic rhinitis has been increasing in tropical regions, little is known about the allergenicity of pollens from tropical plant families or the importance of ongoing environmental changes. We investigated"	"Pollen loads and allergic rhinitis in Darwin, Australia: a potential health outcome of the grass-fire cycle."	EcoHealth	Johnston FH and Hanigan IC and Bowman DM		1	issa_HARVARD	19424756	pdf	nira	12	yes		
485317	19771392	19771392	"Adolescent,Adult,Aged,California,Child,Child, Preschool,Cross-Over Studies,Databases as Topic,Hot Temperature/*adverse effects,Humans,Middle Aged,Patient Admission/*trends,Young Adult"	"OBJECTIVES: This study examined the association between mean daily apparent temperature and hospital admissions for several diseases in nine California counties from May to September, 1999 to 2005. METHODS: We conducted a time-stratified case-c"	The effect of temperature on hospital admissions in nine California counties.	International journal of public health	Green RS and Basu R and Malig B and Broadwin R and Kim JJ and Ostro B		1	issa_tufts	19771392	pdf	nira	12	yes		
485808	19864223	19864223	"Aged,Cardiovascular Diseases/*mortality,Circadian Rhythm,Hong Kong/epidemiology,*Hot Temperature,Humans,Models, Biological,Risk"	"The authors aimed to examine the association between diurnal temperature range (DTR) and daily mortalities due to cardiovascular disease among people aged 65 years and older in Hong Kong, China. The authors used a generalized additive model to "	Diurnal temperature range and daily cardiovascular mortalities among the elderly in Hong Kong.	Archives of environmental & occupational health	Tam WW and Wong TW and Chair SY and Wong AH		1	nira_tufts	19864223	pdf	nira	12	yes		
484992	20102593	20102593	"Air Pollutants/analysis/*toxicity,Air Pollution/adverse effects/*statistics & numerical data,Climate Change,Environmental Exposure/analysis/statistics & numerical data,Environmental Monitoring,Extreme Heat/*adverse effects,Forecasting,Global Wa"	"BACKGROUND: We describe a project to quantify the burden of heat and ozone on mortality in the UK, both for the present-day and under future emission scenarios. METHODS: Mortality burdens attributable to heat and ozone exposure are estimated by"	Current and future climate- and air pollution-mediated impacts on human health.	Environmental health : a global access science source	Doherty RM and Heal MR and Wilkinson P and Pattenden S and Vieno M and Armstrong B and Atkinson R and Chalabi Z and Kovats S and Milojevic A and Stevenson DS		1	nira_tufts	20102593	pdf	nira	12	yes		
484454	21267601	21267601	"Adult,Aged,Air Conditioning,Air Pollutants/analysis,Air Pollution/analysis,Cities,Emergency Service, Hospital/*statistics & numerical data,Female,Humans,Humidity,Israel,Male,Middle Aged,*Models, Theoretical,Seasons,Sulfur Dioxide/analysis,Tempe"	"Global climate changes affect health and present new challenges to healthcare systems. The aim of the present study was to analyze the pattern of visits to the medical wing of emergency rooms (ERs) in public hospitals during warm seasons, and t"	Weather conditions and visits to the medical wing of emergency rooms in a metropolitan area during the warm season in Israel: a predictive model.	International journal of biometeorology	Novikov I and Kalter-Leibovici O and Chetrit A and Stav N and Epstein Y		1	issa_Tufts	21267601	pdf	nira	12	yes		
486242	21816396	21816396	"Adult,Air Pollution,*Ambulances,Climate,*Emergency Medical Services,Humans,Italy,Seasons,*Temperature"	"INTRODUCTION: Increases in mortality associated with oppressive weather have been widely investigated in several epidemiological studies. However, to properly understand the full public health significance of heat-related health effects, as wel"	"Emergency ambulance dispatches and apparent temperature: a time series analysis in Emilia-Romagna, Italy."	Environmental research	Alessandrini E and Zauli Sajani S and Scotto F and Miglio R and Marchesi S and Lauriola P		1	nira_tufts	21816396	pdf	nira	12	yes		
485205	21995878	21995878	"Age Factors,Aged,Air Pollutants/*analysis/toxicity,Cardiovascular Diseases/chemically induced/epidemiology/*mortality,Cities/epidemiology,Dust/*analysis,*Environmental Monitoring,Female,Humans,Male,Middle Aged,Mortality,Ozone/analysis/toxicity,"	"This study aims to assess the association between Asian dust storms (ADS) and daily mortality in Taipei, Taiwan. A time-stratified case-crossover design was used to investigate the effects of ADS on mortality. Odds ratios (ORs) of total non-acc"	A case-crossover analysis of Asian dust storms and mortality in the downwind areas using 14-year data in Taipei.	The Science of the total environment	Chan CC and Ng HC		1	issa_Tufts	21995878	pdf	nira	12	yes		
484499	9570309	9570309	"Adolescent,Adult,Aged,Air Pollutants/adverse effects/analysis,Air Pollution/*adverse effects,Cross-Cultural Comparison,Cross-Sectional Studies,Europe/epidemiology,Female,Humans,Incidence,Lung Diseases, Obstructive/etiology/*mortality,Male,Middl"	"The Air Pollution and Health: a European Approach (APHEA) project is a coordinated study of the short-term effects of air pollution on mortality and hospital admissions. Five West European cities (i.e., London, Amsterdam, Rotterdam, Paris, Mila"	Short-term effects of air pollution on hospital admissions of respiratory diseases in Europe: a quantitative summary of APHEA study results. Air Pollution and Health: a European Approach.	Archives of environmental health	Spix C and Anderson HR and Schwartz J and Vigotti MA and LeTertre A and Vonk JM and Touloumi G and Balducci F and Piekarski T and Bacharova L and Tobias A and Ponka A and Katsouyanni K		1	issa_Tufts	9570309	pdf	teruhiko	1	yes		
484395	10444036	10444036	"*Air Pollution,Cause of Death,Confidence Intervals,Heart Failure/mortality,Humans,Italy,Lung Diseases, Obstructive/mortality,*Mortality,Nonlinear Dynamics,Pennsylvania,Poisson Distribution,Regression Analysis,Respiratory Tract Infections/mortal"	"In several studies, investigators have reported associations among air pollution, weather, and daily deaths, usually from all causes. In the current study, we focused on the difference in lag time between exposure to total suspended particulate"	"Air pollution and cause-specific mortality in Milan, Italy, 1980-1989."	Archives of environmental health	Rossi G and Vigotti MA and Zanobetti A and Repetto F and Gianelle V and Schwartz J		1	issa_Tufts	10444036	pdf	teruhiko	1	yes		
485341	10984342	10984342	"Air Pollutants/*adverse effects,Air Pollution/*adverse effects,Bias (Epidemiology),Causality,Confounding Factors (Epidemiology),Humans,Models, Statistical,Mortality/*trends,Philadelphia/epidemiology,Seasons,Sulfur Dioxide/*adverse effects"	"OBJECTIVES: To assess whether the association between SO(2) and daily deaths in Philadelphia during the years 1974-88 is due to its correlation with airborne particles, and vice versa. METHODS: There is a significant variation in the relation b"	Daily deaths are associated with combustion particles rather than SO(2) in Philadelphia.	Occupational and environmental medicine	Schwartz J		1	nira_tufts	10984342	pdf	teruhiko	1	yes		
486152	11480499	11480499	"Acute Disease,Air Pollutants/*adverse effects/analysis,Air Pollution/*adverse effects,Asthma/*epidemiology/*etiology,Benzene/*adverse effects/analysis,Carbon Monoxide/adverse effects/analysis,Child,Child Welfare,Hospitalization/*statistics & nu"	"The incidence of childhood asthma, a common condition, is on the rise worldwide. Despite reductions in the emission of urban smoke, traffic pollution is now a major worldwide problem. Belfast, Northern Ireland, is an old industrial city with ma"	"Acute asthma exacerbations and air pollutants in children living in Belfast, Northern Ireland."	Archives of environmental health	Thompson AJ and Shields MD and Patterson CC		1	issa_Tufts	11480499	pdf	teruhiko	1	yes		
485062	11882471	11882471	"Adolescent,Adult,Aged,Air Pollutants/*adverse effects,Child,Child, Preschool,Cities,*Environmental Exposure,Epidemiologic Studies,Female,Humans,Infant,Infant, Newborn,Male,Middle Aged,Mortality/*trends,Nitrogen Dioxide/*adverse effects,Oxidants"	"In recent years, some epidemiologic studies have attributed adverse effects of air pollutants on health not only to particles and sulfur dioxide but also to photochemical air pollutants (nitrogen dioxide and ozone). The effects are usually smal"	A combined analysis of the short-term effects of photochemical air pollutants on mortality within the EMECAM project.	Environmental health perspectives	Saez M and Ballester F and Barcelo MA and Perez-Hoyos S and Bellido J and Tenias JM and Ocana R and Figueiras A and Arribas F and Aragones N and Tobias A and Cirera L and Canada A		1	issa_Tufts	11882471	pdf	teruhiko	1	yes		
485353	12215581	12215581	"Air Pollution/*adverse effects/statistics & numerical data,Brain Ischemia/etiology/mortality,Carbon Monoxide/adverse effects/analysis,Cerebral Hemorrhage/mortality,Comorbidity,Environmental Monitoring/statistics & numerical data,Humans,Korea/ep"	"BACKGROUND AND PURPOSE: Air pollution is known to be associated with cardiovascular disease, but little is known about the occurrence of stroke in relation to air pollution. We investigated the association between acute stroke mortality and air"	Air pollution: a new risk factor in ischemic stroke mortality.	Stroke; a journal of cerebral circulation	Hong YC and Lee JT and Kim H and Kwon HJ		1	issa_Tufts	12215581	pdf	teruhiko	1	yes		
486351	12842769	12842769	"Air Pollutants/*adverse effects,Cohort Studies,*Environmental Exposure,Humans,*Models, Theoretical,*Mortality,Particle Size,*Population Dynamics,Reproducibility of Results,Research Design,Risk Assessment,Survival Analysis,Time Factors"	There is a growing concern that short-term exposure to combustion-related air pollution is associated with increased risk of death. This finding is based largely on time-series studies that estimate associations between daily variations in ambi	"On the relationship between time-series studies, dynamic population studies, and estimating loss of life due to short-term exposure to environmental risks."	Environmental health perspectives	Burnett RT and Dewanji A and Dominici F and Goldberg MS and Cohen A and Krewski D		1	issa_tufts	12842769	pdf	teruhiko	1	yes		
484935	15204801	15204801	"Adult,Age Factors,Aged,Air Pollution/*statistics & numerical data,*Cause of Death,Environmental Monitoring,Georgia/epidemiology,Humans,Linear Models,Middle Aged,Mortality/*trends,Particle Size,Regression Analysis,Time Factors,Urban Health/*stat"	"Associations between daily mortality and air pollution were investigated in Fulton and DeKalb Counties, Georgia, for the 2-yr period beginning in August 1998, as part of the Aerosol Research and Inhalation Epidemiological Study (ARIES). Mortali"	Daily mortality and air pollution in Atlanta: two years of data from ARIES.	Inhalation toxicology	Klemm RJ and Lipfert FW and Wyzga RE and Gust C		1	nira_tufts	15204801	pdf	teruhiko	1	yes		
485399	15901623	15901623	"Age Factors,Aged,Aged, 80 and over,Air Pollutants/*poisoning,Female,Heart Failure/*etiology/*therapy,Hospitalization/statistics & numerical data,Humans,Male,Medicare/statistics & numerical data,Particle Size,Pennsylvania/epidemiology,Vehicle Em"	The authors used a case-crossover approach to evaluate the association between ambient air pollution and the rate of hospitalization for congestive heart failure among Medicare recipients (aged > or =65 years) residing in Allegheny County (Pitt	"Particulate air pollution and the rate of hospitalization for congestive heart failure among medicare beneficiaries in Pittsburgh, Pennsylvania."	American journal of epidemiology	Wellenius GA and Bateson TF and Mittleman MA and Schwartz J		1	issa_tufts	15901623	pdf	teruhiko	1	yes		
484337	16537667	16537667	"Air Pollution/*adverse effects,Family Practice/*statistics & numerical data,Hong Kong/epidemiology,Humans,Patient Acceptance of Health Care/*statistics & numerical data,Regression Analysis,Respiration Disorders/epidemiology/*etiology,Respirator"	"BACKGROUND: Few studies have explored the relation between air pollution and general practitioner (GP) consultations in Asia. Clinic attendance data from a network of GPs were studied, and the relationship between daily GP consultations for upp"	Association between air pollution and general practitioner visits for respiratory diseases in Hong Kong.	Thorax	Wong TW and Tam W and Tak Sun Yu I and Wun YT and Wong AH and Wong CM		1	issa_HARVARD	16537667	pdf	teruhiko	1	yes		
485238	17074743	17074743	"Air Pollutants/*toxicity,Climate,*Environmental Exposure,Female,Humans,Infant,Infant Mortality/*trends,Infant, Newborn,Male,Particle Size,Regression Analysis,Taiwan/epidemiology"	"With growing evidence of the association between daily mortality and air pollution exposure in adults, it is important to investigate whether infants are also susceptible. The purpose of this study was to examine the relationship between air po"	"Correlation between air pollution and postneonatal mortality in a subtropical city: Taipei, Taiwan."	Journal of toxicology and environmental health. Part A	Yang CY and Hsieh HJ and Tsai SS and Wu TN and Chiu HF		1	nira_tufts	17074743	pdf	teruhiko	1	yes		
484389	17291575	17291575	"Adult,Aged,Aged, 80 and over,*Air Pollutants,*Death,*Exercise,Female,Hong Kong,Humans,Male,Middle Aged"	"OBJECTIVES: To examine whether habitual exercise would modify the effects of air pollution on mortality. METHODS: This study included 24,053 Hong Kong Chinese who died at the age of 30 years or older in 1998. Individual information on frequency"	Does regular exercise protect against air pollution-associated mortality?	Preventive medicine	Wong CM and Ou CQ and Thach TQ and Chau YK and Chan KP and Ho SY and Chung RY and Lam TH and Hedley AJ		1	issa_HARVARD	17291575	pdf	teruhiko	1	yes		
484714	17357797	17357797	"Adult,Aged,Air Pollution/*adverse effects,Asthma/epidemiology/*etiology,Case-Control Studies,Child,Child, Preschool,Effect Modifier, Epidemiologic,Emergency Service, Hospital/*utilization,Environmental Monitoring,Female,Humans,Infant,Insurance "	"OBJECTIVE: Some epidemiological literature has observed that air pollution effects on health differed across regional or individual socioeconomic position. This study evaluated whether regional and individual socioeconomic position, as indicate"	"Air pollution, socioeconomic position, and emergency hospital visits for asthma in Seoul, Korea."	International archives of occupational and environmental health	Kim SY and O'Neill MS and Lee JT and Cho Y and Kim J and Kim H		1	issa_Tufts	17357797	pdf	teruhiko	1	yes		
484490	17727917	17727917	"Aged,Air Pollutants/toxicity,Air Pollution/*adverse effects,Cardiovascular Diseases/*epidemiology,Cities,Environmental Exposure/adverse effects,France/epidemiology,Hospitalization/*statistics & numerical data,Humans,Nitrogen Dioxide/toxicity,Oz"	INTRODUCTION: Short term associations between air pollution indicators and hospitalizations for cardiovascular diseases have been suggested by epidemiological and clinical studies. The present study aims at estimating the association between pa	Short term effects of air pollution on hospitalizations for cardiovascular diseases in eight French cities: the PSAS program.	The Science of the total environment	Larrieu S and Jusot JF and Blanchard M and Prouvost H and Declercq C and Fabre P and Pascal L and Tertre AL and Wagner V and Riviere S and Chardon B and Borrelli D and Cassadou S and Eilstein D and Lefranc A		1	issa_Tufts	17727917	pdf	teruhiko	1	yes		
485840	18396271	18396271	"Adult,Aged,Aged, 80 and over,Air Pollution/*adverse effects,Educational Status,Female,Hong Kong,Humans,Male,Middle Aged,*Mortality,Public Housing,*Social Class"	"This study aimed to determine whether individuals with lower socioeconomic status (SES) were more susceptible to the acute effects of ambient air pollution than those with higher SES. We included 24,357 Hong Kong Chinese aged 30 or above who di"	Socioeconomic disparities in air pollution-associated mortality.	Environmental research	Ou CQ and Hedley AJ and Chung RY and Thach TQ and Chau YK and Chan KP and Yang L and Ho SY and Wong CM and Lam TH		1	issa_tufts	18396271	pdf	teruhiko	1	yes		
485471	18569148	18569148	"Acute Disease,Adolescent,Adult,Aged,Air Pollutants/*adverse effects,Asthma/epidemiology/*etiology,Child,Child, Preschool,District of Columbia/epidemiology,Environmental Exposure/*adverse effects,Humans,Infant,Medicaid/statistics & numerical dat"	The primary objective of this ecologic and contextual study is to determine statistically significant short-term associations between air quality (daily ozone and particulate concentrations) and Medicaid patient general acute care daily visits 	"Medicaid patient asthma-related acute care visits and their associations with ozone and particulates in Washington, DC, from 1994-2005."	International journal of environmental health research	Babin S and Burkom H and Holtry R and Tabernero N and Davies-Cole J and Stokes L and Dehaan K and Lee D		1	issa_tufts	18569148	pdf	teruhiko	1	yes		
485860	19273827	19273827	"Adult,Air Pollutants, Occupational/adverse effects/analysis,Air Pollution/*adverse effects/analysis,Air Pressure,Carbon/analysis,Case-Control Studies,Cross-Over Studies,Emergency Medical Services,Female,Headache/*epidemiology/*etiology,Humans,H"	"BACKGROUND: The roles of weather conditions and air pollution as triggers of headache have been inconsistent in previous, generally small studies. METHODS: We performed a case-crossover study of 7,054 patients seen in a single emergency departm"	Weather and air pollution as triggers of severe headaches.	Neurology	Mukamal KJ and Wellenius GA and Suh HH and Mittleman MA		1	issa_tufts	19273827	pdf	teruhiko	1	yes		
484491	19496481	19496481	"Age Factors,Aged,Aged, 80 and over,Carbon/*adverse effects/analysis,Chile/epidemiology,Environmental Exposure/adverse effects/analysis,Female,Humans,Male,Middle Aged,*Mortality,Particulate Matter/*adverse effects/*analysis,Risk,Urban Population"	"To determine the association between several elements of fine particulate air pollution (PM2.5) and mortality in a general population sample, daily time-series analysis was used to test the association between daily mortality and components of "	Components of particulate air pollution and mortality in Chile.	International journal of occupational and environmental health	Cakmak S and Dales RE and Vida CB		1	issa_Tufts	19496481	pdf	teruhiko	1	yes		
485274	19731973	19731973	"Aged,Air Pollutants/*adverse effects,Confounding Factors (Epidemiology),Environmental Exposure/*statistics & numerical data,Environmental Monitoring,Evidence-Based Medicine,Humans,Middle Aged,*Models, Statistical,Mortality/trends,Ozone/*adverse"	"Time-series studies that use daily mortality and ambient ozone concentrations exhibit estimates of ozone effects that are variable across cities. We investigate this intercity variability, as well as the sensitivity of the ozone- mortality asso"	Reassessing the relationship between ozone and short-term mortality in U.S. urban communities.	Inhalation toxicology	Smith RL and Xu B and Switzer P		1	issa_tufts	19731973	pdf	teruhiko	1	yes		
486098	20068360	20068360	"Aged,Aged, 80 and over,Air Pollutants/adverse effects,Air Pollution/*adverse effects/statistics & numerical data,Cross-Over Studies,Female,Hospitalization/statistics & numerical data/trends,Hot Temperature/adverse effects,Humans,Inhalation Expo"	BACKGROUND: Short-term exposure to high levels of air pollution can increase stroke risk. In this study we investigated the short-term effects of air pollution on hospital admissions for stroke in a setting where pollutant levels are rather low	Estimation of short-term effects of air pollution on stroke hospital admissions in southern Sweden.	Neuroepidemiology	Oudin A and Stromberg U and Jakobsson K and Stroh E and Bjork J		1	nira_tufts	20068360	pdf	teruhiko	1	yes		
486196	20706674	20706674	"Air Pollutants/*adverse effects/analysis,Brazil,Child,Child, Preschool,Humans,Infant,*Meteorological Concepts,Models, Biological,Patient Admission/*statistics & numerical data,Poisson Distribution,Respiratory Tract Diseases/*etiology,Risk,Stoch"	"This study is aimed at creating a stochastic model, named Brazilian Climate and Health Model (BCHM), through Poisson regression, in order to predict the occurrence of hospital respiratory admissions (for children under thirteen years of age) as"	Statistical analysis aiming at predicting respiratory tract disease hospital admissions from environmental variables in the city of Sao Paulo.	Journal of environmental and public health	de Sousa Zanotti Stagliorio Coelho M and Luiz Teixeira Goncalves F and do Rosario Dias de Oliveira Latorre M		1	issa_tufts	20706674	pdf	teruhiko	1	yes		
484359	21420174	21420174	"Aged,Aged, 80 and over,Air Pollutants/*analysis,Air Pollution/*statistics & numerical data,Carbon Monoxide/analysis,Health,Hospitalization/*statistics & numerical data,Humans,Models, Biological,Models, Chemical,Nitrogen Dioxide/analysis,Ozone/a"	This paper demonstrates association of short-term variation in pollution and health outcomes within the same geographical area for a typical urban setting in the northern part of the UK from time series analysis. It utilises publicly available 	Estimation of age-related vulnerability to air pollution: assessment of respiratory health at local scale.	Environment international	Namdeo A and Tiwary A and Farrow E		1	issa_HARVARD	21420174	pdf	teruhiko	1	yes		
485917	21421257	21421257	"Aged,Air Pollutants/*analysis,Air Pollution/*statistics & numerical data,Cardiovascular Diseases/*mortality,Desert Climate,Dust/*analysis,Environmental Exposure/statistics & numerical data,Female,Greece/epidemiology,Humans,Male,Particle Size,Re"	Recent reports investigate whether windblown desert dust may exacerbate the short-term health effects associated with particulate pollution in urban centers. We have tested this hypothesis by using daily air pollution and mortality data for Ath	"Does the presence of desert dust modify the effect of PM10 on mortality in Athens, Greece?"	The Science of the total environment	Samoli E and Kougea E and Kassomenos P and Analitis A and Katsouyanni K		1	nira_tufts	21421257	pdf	teruhiko	1	yes		
486420	21459856	21459856	"Aged,Air Pollutants/analysis/toxicity,Air Pollution/*adverse effects/analysis,Dyspnea/etiology/physiopathology,Environmental Monitoring/methods,Female,Follow-Up Studies,Forced Expiratory Volume/physiology,Humans,Male,Middle Aged,Peak Expiratory"	OBJECTIVES: Time series studies have shown adverse effects of outdoor air pollution on mortality and hospital admissions in patients with chronic obstructive pulmonary disease (COPD) but panel studies have been inconsistent. This study investig	Outdoor air pollution and respiratory health in patients with COPD.	Thorax	Peacock JL and Anderson HR and Bremner SA and Marston L and Seemungal TA and Strachan DP and Wedzicha JA		1	issa_tufts	21459856	pdf	teruhiko	1	yes		
485478	22108418	22108418	"Air Pollutants/analysis,China/epidemiology,Death Certificates,Humans,Humidity,Infant,Infant, Newborn,Nitrogen Dioxide/analysis,Ozone/analysis,Particulate Matter/analysis,Risk Factors,Sudden Infant Death/epidemiology/*etiology,Sulfur Dioxide/ana"	"OBJECTIVE: To assess the relationship between diurnal temperature range (DTR) and sudden infant death (SID) between 2001 and 2004 in Shanghai, China. METHODS: We conducted a time-stratified case-crossover analysis to estimate the percent increa"	Diurnal temperature range as a novel risk factor for sudden infant death.	Biomedical and environmental sciences : BES	Chu C and Zhou W and Gui Y and Kan H		1	nira_tufts	22108418	pdf	teruhiko	1	yes		
